FECHA,PROVINCIA,TIPO_TRANSPORTE,TOTAL_VIAJES
2024-10-19,NEUQUÉN,COLECTIVO,74402
2024-10-19,RÍO NEGRO,COLECTIVO,33843
2024-10-19,SAN JUAN,COLECTIVO,179012
2024-10-19,SAN LUIS,COLECTIVO,24549
2024-10-19,SANTA CRUZ,COLECTIVO,5143
2024-10-19,SANTA FE,COLECTIVO,307691
2024-10-19,SANTIAGO DEL ESTERO,COLECTIVO,1436
2024-10-19,TIERRA DEL FUEGO,COLECTIVO,16782
2024-10-20,BUENOS AIRES,LANCHAS,1282
2024-10-20,BUENOS AIRES,COLECTIVO,1915393
2024-10-20,CATAMARCA,COLECTIVO,11302
2024-10-20,CHACO,COLECTIVO,26164
2024-10-20,CHUBUT,COLECTIVO,23958
2024-10-20,CORDOBA,COLECTIVO,1712
2024-10-20,CORRIENTES,COLECTIVO,22759
2024-10-20,ENTRE RÍOS,COLECTIVO,27456
2024-10-20,FORMOSA,COLECTIVO,5830
2024-10-20,JUJUY,COLECTIVO,75655
2024-10-20,LA PAMPA,COLECTIVO,1698
2024-10-20,MENDOZA,COLECTIVO,238950
2024-10-20,NEUQUÉN,COLECTIVO,34970
2024-10-20,RÍO NEGRO,COLECTIVO,15707
2024-10-20,SAN JUAN,COLECTIVO,88010
2024-10-20,SAN LUIS,COLECTIVO,11666
2024-10-20,SANTA CRUZ,COLECTIVO,2298
2024-10-20,SANTA FE,COLECTIVO,167398
2024-10-20,TIERRA DEL FUEGO,COLECTIVO,7652
2024-10-21,BUENOS AIRES,COLECTIVO,5290608
2024-10-21,BUENOS AIRES,LANCHAS,1351
2024-10-21,CATAMARCA,COLECTIVO,55729
2024-10-21,CHACO,COLECTIVO,81038
2024-10-21,CHUBUT,COLECTIVO,93361
2024-10-21,CORDOBA,COLECTIVO,7876
2024-10-21,CORRIENTES,COLECTIVO,105515
2024-10-21,ENTRE RÍOS,COLECTIVO,106180
2024-10-21,FORMOSA,COLECTIVO,15305
2024-10-21,JUJUY,COLECTIVO,198103
2024-10-21,LA PAMPA,COLECTIVO,12123
2024-10-21,MENDOZA,COLECTIVO,762880
2024-10-21,NEUQUÉN,COLECTIVO,118989
2024-10-21,RÍO NEGRO,COLECTIVO,54480
2024-10-21,SAN JUAN,COLECTIVO,322011
2024-10-21,SAN LUIS,COLECTIVO,55203
2024-10-21,SANTA CRUZ,COLECTIVO,5990
2024-10-21,SANTA FE,COLECTIVO,577331
2024-10-21,SANTIAGO DEL ESTERO,COLECTIVO,2644
2024-10-21,TIERRA DEL FUEGO,COLECTIVO,24772
2024-10-22,BUENOS AIRES,COLECTIVO,5569173
2024-10-22,BUENOS AIRES,LANCHAS,1184
2024-10-22,CATAMARCA,COLECTIVO,50957
2024-10-22,CHACO,COLECTIVO,89132
2024-10-22,CHUBUT,COLECTIVO,103962
2024-10-22,CORDOBA,COLECTIVO,6082
2024-10-22,CORRIENTES,COLECTIVO,112039
2024-10-22,ENTRE RÍOS,COLECTIVO,106087
2024-10-22,FORMOSA,COLECTIVO,16107
2024-10-22,JUJUY,COLECTIVO,208774
2024-10-22,LA PAMPA,COLECTIVO,12506
2024-10-22,MENDOZA,COLECTIVO,626544
2024-10-22,NEUQUÉN,COLECTIVO,112271
2024-10-22,RÍO NEGRO,COLECTIVO,58873
2024-10-22,SAN JUAN,COLECTIVO,327545
2024-10-22,SAN LUIS,COLECTIVO,39438
2024-10-22,SANTA CRUZ,COLECTIVO,10726
2024-10-22,SANTA FE,COLECTIVO,581211
2024-10-22,SANTIAGO DEL ESTERO,COLECTIVO,2736
2024-10-22,TIERRA DEL FUEGO,COLECTIVO,32139
2024-10-23,BUENOS AIRES,LANCHAS,975
2024-10-23,BUENOS AIRES,COLECTIVO,4586097
2024-10-23,CATAMARCA,COLECTIVO,62490
2024-10-23,CHACO,COLECTIVO,85808
2024-10-23,CHUBUT,COLECTIVO,103876
2024-10-23,CORDOBA,COLECTIVO,7956
2024-10-23,CORRIENTES,COLECTIVO,107659
2024-10-23,ENTRE RÍOS,COLECTIVO,92685
2024-10-23,FORMOSA,COLECTIVO,15429
2024-10-23,JUJUY,COLECTIVO,220690
2024-10-23,LA PAMPA,COLECTIVO,5197
2024-10-23,MENDOZA,COLECTIVO,787950
2024-10-23,NEUQUÉN,COLECTIVO,98103
2024-10-23,RÍO NEGRO,COLECTIVO,54401
2024-10-23,SAN JUAN,COLECTIVO,351078
2024-10-23,SAN LUIS,COLECTIVO,51886
2024-10-23,SANTA CRUZ,COLECTIVO,9964
2024-10-23,SANTA FE,COLECTIVO,473468
2024-10-23,SANTIAGO DEL ESTERO,COLECTIVO,3035
2024-10-23,TIERRA DEL FUEGO,COLECTIVO,32777
2024-10-24,BUENOS AIRES,LANCHAS,1076
2024-10-24,BUENOS AIRES,COLECTIVO,5014941
2024-10-24,CATAMARCA,COLECTIVO,62675
2024-10-24,CHACO,COLECTIVO,78066
2024-10-24,CHUBUT,COLECTIVO,98575
2024-10-24,CORDOBA,COLECTIVO,9326
2024-10-24,CORRIENTES,COLECTIVO,97625
2024-10-24,ENTRE RÍOS,COLECTIVO,89749
2024-10-24,FORMOSA,COLECTIVO,14624
2024-10-24,JUJUY,COLECTIVO,218029
2024-10-24,LA PAMPA,COLECTIVO,13112
2024-10-24,MENDOZA,COLECTIVO,797395
2024-10-24,NEUQUÉN,COLECTIVO,112491
2024-10-24,RÍO NEGRO,COLECTIVO,54315
2024-10-24,SAN JUAN,COLECTIVO,356008
2024-10-24,SAN LUIS,COLECTIVO,59483
2024-10-24,SANTA CRUZ,COLECTIVO,9572
2024-10-24,SANTA FE,COLECTIVO,628242
2024-10-24,SANTIAGO DEL ESTERO,COLECTIVO,2865
2024-10-24,TIERRA DEL FUEGO,COLECTIVO,32345
2024-10-25,BUENOS AIRES,COLECTIVO,5613467
2024-10-25,BUENOS AIRES,LANCHAS,1393
2024-10-25,CATAMARCA,COLECTIVO,58614
2024-10-25,CHACO,COLECTIVO,86661
2024-10-25,CHUBUT,COLECTIVO,100640
2024-10-25,CORDOBA,COLECTIVO,8702
2024-10-25,CORRIENTES,COLECTIVO,109990
2024-10-25,ENTRE RÍOS,COLECTIVO,107357
2024-10-25,FORMOSA,COLECTIVO,15299
2024-10-25,JUJUY,COLECTIVO,221276
2024-10-25,LA PAMPA,COLECTIVO,12092
2024-10-25,MENDOZA,COLECTIVO,790960
2024-10-25,NEUQUÉN,COLECTIVO,114089
2024-10-25,RÍO NEGRO,COLECTIVO,56377
2024-10-25,SAN JUAN,COLECTIVO,335684
2024-10-25,SAN LUIS,COLECTIVO,55269
2024-10-25,SANTA CRUZ,COLECTIVO,7912
2024-10-25,SANTA FE,COLECTIVO,632577
2024-10-25,SANTIAGO DEL ESTERO,COLECTIVO,2727
2024-10-25,TIERRA DEL FUEGO,COLECTIVO,30019
2024-10-26,BUENOS AIRES,COLECTIVO,3541718
2024-10-26,BUENOS AIRES,LANCHAS,1698
2024-10-26,CATAMARCA,COLECTIVO,22235
2024-10-26,CHACO,COLECTIVO,40381
2024-10-26,CHUBUT,COLECTIVO,52486
2024-10-26,CORDOBA,COLECTIVO,4247
2024-10-26,CORRIENTES,COLECTIVO,40770
2024-10-26,ENTRE RÍOS,COLECTIVO,46918
2024-10-26,FORMOSA,COLECTIVO,8074
2024-10-26,JUJUY,COLECTIVO,125454
2024-10-26,LA PAMPA,COLECTIVO,4434
2024-10-26,MENDOZA,COLECTIVO,424964
2024-10-26,NEUQUÉN,COLECTIVO,67554
2024-10-26,RÍO NEGRO,COLECTIVO,31687
2024-10-26,SAN JUAN,COLECTIVO,164287
2024-10-26,SAN LUIS,COLECTIVO,21882
2024-10-26,SANTA CRUZ,COLECTIVO,4601
2024-10-26,SANTA FE,COLECTIVO,286473
2024-10-26,SANTIAGO DEL ESTERO,COLECTIVO,1185
2024-10-26,TIERRA DEL FUEGO,COLECTIVO,15430
2024-10-27,BUENOS AIRES,COLECTIVO,1909589
2024-10-27,BUENOS AIRES,LANCHAS,1083
2024-10-27,CATAMARCA,COLECTIVO,9894
2024-10-27,CHACO,COLECTIVO,20648
2024-10-27,CHUBUT,COLECTIVO,24615
2024-10-27,CORDOBA,COLECTIVO,1785
2024-10-27,CORRIENTES,COLECTIVO,21940
2024-10-27,ENTRE RÍOS,COLECTIVO,25428
2024-10-27,FORMOSA,COLECTIVO,4254
2024-10-27,JUJUY,COLECTIVO,66606
2024-10-27,LA PAMPA,COLECTIVO,1800
2024-10-27,MENDOZA,COLECTIVO,229880
2024-10-27,NEUQUÉN,COLECTIVO,38400
2024-10-27,RÍO NEGRO,COLECTIVO,18069
2024-10-27,SAN JUAN,COLECTIVO,83657
2024-10-27,SAN LUIS,COLECTIVO,11719
2024-10-27,SANTA CRUZ,COLECTIVO,2050
2024-10-27,SANTA FE,COLECTIVO,161752
2024-10-27,TIERRA DEL FUEGO,COLECTIVO,8317
2024-10-28,BUENOS AIRES,COLECTIVO,5702115
2024-10-28,BUENOS AIRES,LANCHAS,1321
2024-10-28,CATAMARCA,COLECTIVO,61223
2024-10-28,CHACO,COLECTIVO,87104
2024-10-28,CHUBUT,COLECTIVO,101254
2024-10-28,CORDOBA,COLECTIVO,8516
2024-10-28,CORRIENTES,COLECTIVO,105541
2024-10-28,ENTRE RÍOS,COLECTIVO,108601
2024-10-28,FORMOSA,COLECTIVO,16194
2024-10-28,JUJUY,COLECTIVO,200638
2024-10-28,LA PAMPA,COLECTIVO,12546
2024-10-28,MENDOZA,COLECTIVO,769733
2024-10-28,NEUQUÉN,COLECTIVO,118447
2024-10-28,RÍO NEGRO,COLECTIVO,56809
2024-10-28,SAN JUAN,COLECTIVO,335340
2024-10-28,SAN LUIS,COLECTIVO,58057
2024-10-28,SANTA CRUZ,COLECTIVO,10183
2024-10-28,SANTA FE,COLECTIVO,632649
2024-10-28,SANTIAGO DEL ESTERO,COLECTIVO,2707
2024-10-28,TIERRA DEL FUEGO,COLECTIVO,31170
2024-10-29,BUENOS AIRES,LANCHAS,1295
2024-10-29,BUENOS AIRES,COLECTIVO,5752176
2024-10-29,CATAMARCA,COLECTIVO,60135
2024-10-29,CHACO,COLECTIVO,86123
2024-10-29,CHUBUT,COLECTIVO,100813
2024-10-29,CORDOBA,COLECTIVO,8664
2024-10-29,CORRIENTES,COLECTIVO,107247
2024-10-29,ENTRE RÍOS,COLECTIVO,107609
2024-10-29,FORMOSA,COLECTIVO,15576
2024-10-29,JUJUY,COLECTIVO,200414
2024-10-29,LA PAMPA,COLECTIVO,12249
2024-10-29,MENDOZA,COLECTIVO,786753
2024-10-29,NEUQUÉN,COLECTIVO,119077
2024-10-29,RÍO NEGRO,COLECTIVO,54868
2024-10-29,SAN JUAN,COLECTIVO,342582
2024-10-29,SAN LUIS,COLECTIVO,57511
2024-10-29,SANTA CRUZ,COLECTIVO,8696
2024-10-29,SANTA FE,COLECTIVO,638271
2024-10-29,SANTIAGO DEL ESTERO,COLECTIVO,2753
2024-10-29,TIERRA DEL FUEGO,COLECTIVO,27210
2024-10-30,BUENOS AIRES,COLECTIVO,4112528
2024-10-30,CATAMARCA,COLECTIVO,57830
2024-10-30,CHACO,COLECTIVO,75960
2024-10-30,CHUBUT,COLECTIVO,84591
2024-10-30,CORDOBA,COLECTIVO,6841
2024-10-30,CORRIENTES,COLECTIVO,101144
2024-10-30,ENTRE RÍOS,COLECTIVO,103271
2024-10-30,FORMOSA,COLECTIVO,15165
2024-10-30,JUJUY,COLECTIVO,189591
2024-10-30,LA PAMPA,COLECTIVO,11837
2024-10-30,MENDOZA,COLECTIVO,761021
2024-10-30,NEUQUÉN,COLECTIVO,108742
2024-10-30,RÍO NEGRO,COLECTIVO,47795
2024-10-30,SAN JUAN,COLECTIVO,327858
2024-10-30,SAN LUIS,COLECTIVO,55113
2024-10-30,SANTA CRUZ,COLECTIVO,8682
2024-10-30,SANTA FE,COLECTIVO,583713
2024-10-30,SANTIAGO DEL ESTERO,COLECTIVO,2563
2024-10-30,TIERRA DEL FUEGO,COLECTIVO,27280
2024-10-31,BUENOS AIRES,LANCHAS,1243
2024-10-31,BUENOS AIRES,COLECTIVO,4990653
2024-10-31,CATAMARCA,COLECTIVO,57485
2024-10-31,CHACO,COLECTIVO,75281
2024-10-31,CHUBUT,COLECTIVO,95704
2024-10-31,CORDOBA,COLECTIVO,6717
2024-10-31,CORRIENTES,COLECTIVO,100416
2024-10-31,ENTRE RÍOS,COLECTIVO,103975
2024-10-31,FORMOSA,COLECTIVO,14513
2024-10-31,JUJUY,COLECTIVO,205013
2024-10-31,LA PAMPA,COLECTIVO,11743
2024-10-31,MENDOZA,COLECTIVO,773844
2024-10-31,NEUQUÉN,COLECTIVO,112782
2024-10-31,RÍO NEGRO,COLECTIVO,50405
2024-10-31,SAN JUAN,COLECTIVO,331879
2024-10-31,SAN LUIS,COLECTIVO,54391
2024-10-31,SANTA CRUZ,COLECTIVO,9063
2024-10-31,SANTA FE,COLECTIVO,617780
2024-10-31,SANTIAGO DEL ESTERO,COLECTIVO,2066
2024-10-31,TIERRA DEL FUEGO,COLECTIVO,28571
2024-11-01,BUENOS AIRES,COLECTIVO,5690914
2024-11-01,BUENOS AIRES,LANCHAS,1602
2024-11-01,CATAMARCA,COLECTIVO,55993
2024-11-01,CHACO,COLECTIVO,74133
2024-11-01,CHUBUT,COLECTIVO,96864
2024-11-01,CORDOBA,COLECTIVO,8114
2024-11-01,CORRIENTES,COLECTIVO,94375
2024-11-01,ENTRE RÍOS,COLECTIVO,97038
2024-11-01,FORMOSA,COLECTIVO,15074
2024-11-01,JUJUY,COLECTIVO,196512
2024-11-01,LA PAMPA,COLECTIVO,10975
2024-11-01,MENDOZA,COLECTIVO,743758
2024-11-01,NEUQUÉN,COLECTIVO,111139
2024-11-01,RÍO NEGRO,COLECTIVO,52274
2024-11-01,SAN JUAN,COLECTIVO,305951
2024-11-01,SAN LUIS,COLECTIVO,56144
2024-11-01,SANTA CRUZ,COLECTIVO,9016
2024-11-01,SANTA FE,COLECTIVO,621182
2024-11-01,SANTIAGO DEL ESTERO,COLECTIVO,2468
2024-11-01,TIERRA DEL FUEGO,COLECTIVO,30589
2024-11-02,BUENOS AIRES,COLECTIVO,3171251
2024-11-02,BUENOS AIRES,LANCHAS,1296
2024-11-02,CATAMARCA,COLECTIVO,21653
2024-11-02,CHACO,COLECTIVO,37315
2024-11-02,CHUBUT,COLECTIVO,52646
2024-11-02,CORDOBA,COLECTIVO,3439
2024-11-02,CORRIENTES,COLECTIVO,34434
2024-11-02,ENTRE RÍOS,COLECTIVO,42088
2024-11-02,FORMOSA,COLECTIVO,8012
2024-11-02,JUJUY,COLECTIVO,122905
2024-11-02,LA PAMPA,COLECTIVO,4799
2024-11-02,MENDOZA,COLECTIVO,415749
2024-11-02,NEUQUÉN,COLECTIVO,70320
2024-11-02,RÍO NEGRO,COLECTIVO,31134
2024-11-02,SAN JUAN,COLECTIVO,158605
2024-11-02,SAN LUIS,COLECTIVO,21279
2024-11-02,SANTA CRUZ,COLECTIVO,4907
2024-11-02,SANTA FE,COLECTIVO,265328
2024-11-02,SANTIAGO DEL ESTERO,COLECTIVO,1023
2024-11-02,TIERRA DEL FUEGO,COLECTIVO,15678
2024-11-03,BUENOS AIRES,COLECTIVO,1857661
2024-11-03,BUENOS AIRES,LANCHAS,1036
2024-11-03,CATAMARCA,COLECTIVO,10838
2024-11-03,CHACO,COLECTIVO,21669
2024-11-03,CHUBUT,COLECTIVO,21942
2024-11-03,CORDOBA,COLECTIVO,1557
2024-11-03,CORRIENTES,COLECTIVO,21736
2024-11-03,ENTRE RÍOS,COLECTIVO,24471
2024-11-03,FORMOSA,COLECTIVO,4376
2024-11-03,JUJUY,COLECTIVO,63521
2024-11-03,LA PAMPA,COLECTIVO,1182
2024-11-03,MENDOZA,COLECTIVO,222044
2024-11-03,NEUQUÉN,COLECTIVO,35595
2024-11-03,RÍO NEGRO,COLECTIVO,16529
2024-11-03,SAN JUAN,COLECTIVO,82553
2024-11-03,SAN LUIS,COLECTIVO,11835
2024-11-03,SANTA CRUZ,COLECTIVO,2628
2024-11-03,SANTA FE,COLECTIVO,157225
2024-11-03,TIERRA DEL FUEGO,COLECTIVO,7910
2024-11-04,BUENOS AIRES,COLECTIVO,4252456
2024-11-04,BUENOS AIRES,LANCHAS,1088
2024-11-04,CATAMARCA,COLECTIVO,61605
2024-11-04,CHACO,COLECTIVO,84562
2024-11-04,CHUBUT,COLECTIVO,98882
2024-11-04,CORDOBA,COLECTIVO,7999
2024-11-04,CORRIENTES,COLECTIVO,104166
2024-11-04,ENTRE RÍOS,COLECTIVO,95668
2024-11-04,FORMOSA,COLECTIVO,16735
2024-11-04,JUJUY,COLECTIVO,203506
2024-11-04,LA PAMPA,COLECTIVO,13173
2024-11-04,MENDOZA,COLECTIVO,759285
2024-11-04,NEUQUÉN,COLECTIVO,120357
2024-11-04,RÍO NEGRO,COLECTIVO,47887
2024-11-04,SAN JUAN,COLECTIVO,334423
2024-11-04,SAN LUIS,COLECTIVO,55640
2024-11-04,SANTA CRUZ,COLECTIVO,10912
2024-11-04,SANTA FE,COLECTIVO,547559
2024-11-04,SANTIAGO DEL ESTERO,COLECTIVO,2788
2024-11-04,TIERRA DEL FUEGO,COLECTIVO,32936
2024-11-05,BUENOS AIRES,COLECTIVO,5946213
2024-11-05,BUENOS AIRES,LANCHAS,1219
2024-11-05,CATAMARCA,COLECTIVO,64115
2024-11-05,CHACO,COLECTIVO,56482
2024-11-05,CHUBUT,COLECTIVO,100764
2024-11-05,CORDOBA,COLECTIVO,8416
2024-11-05,CORRIENTES,COLECTIVO,75528
2024-11-05,ENTRE RÍOS,COLECTIVO,116077
2024-11-05,FORMOSA,COLECTIVO,16525
2024-11-05,JUJUY,COLECTIVO,199878
2024-11-05,LA PAMPA,COLECTIVO,13959
2024-11-05,MENDOZA,COLECTIVO,781182
2024-11-05,NEUQUÉN,COLECTIVO,125328
2024-11-05,RÍO NEGRO,COLECTIVO,55863
2024-11-05,SAN JUAN,COLECTIVO,346603
2024-11-05,SAN LUIS,COLECTIVO,58375
2024-11-05,SANTA CRUZ,COLECTIVO,10640
2024-11-05,SANTA FE,COLECTIVO,651123
2024-11-05,SANTIAGO DEL ESTERO,COLECTIVO,2404
2024-11-05,TIERRA DEL FUEGO,COLECTIVO,31865
2024-11-06,BUENOS AIRES,LANCHAS,1342
2024-11-06,BUENOS AIRES,COLECTIVO,5893483
2024-11-06,CATAMARCA,COLECTIVO,62568
2024-11-06,CHACO,COLECTIVO,92590
2024-11-06,CHUBUT,COLECTIVO,102295
2024-11-06,CORDOBA,COLECTIVO,8330
2024-11-06,CORRIENTES,COLECTIVO,109360
2024-11-06,ENTRE RÍOS,COLECTIVO,113401
2024-11-06,FORMOSA,COLECTIVO,15731
2024-11-06,JUJUY,COLECTIVO,210492
2024-11-06,LA PAMPA,COLECTIVO,11935
2024-11-06,MENDOZA,COLECTIVO,786144
2024-11-06,NEUQUÉN,COLECTIVO,125248
2024-11-06,RÍO NEGRO,COLECTIVO,58652
2024-11-06,SAN JUAN,COLECTIVO,344296
2024-11-06,SAN LUIS,COLECTIVO,58764
2024-11-06,SANTA CRUZ,COLECTIVO,9310
2024-11-06,SANTA FE,COLECTIVO,641319
2024-11-06,SANTIAGO DEL ESTERO,COLECTIVO,3031
2024-11-06,TIERRA DEL FUEGO,COLECTIVO,32420
2024-11-07,BUENOS AIRES,LANCHAS,1282
2024-11-07,BUENOS AIRES,COLECTIVO,5707723
2024-11-07,CATAMARCA,COLECTIVO,59381
2024-11-07,CHACO,COLECTIVO,71652
2024-11-07,CHUBUT,COLECTIVO,102324
2024-11-07,CORDOBA,COLECTIVO,8173
2024-11-07,CORRIENTES,COLECTIVO,86283
2024-11-07,ENTRE RÍOS,COLECTIVO,107140
2024-11-07,FORMOSA,COLECTIVO,11011
2024-11-07,JUJUY,COLECTIVO,209417
2024-11-07,LA PAMPA,COLECTIVO,12954
2024-11-07,MENDOZA,COLECTIVO,786771
2024-11-07,NEUQUÉN,COLECTIVO,125049
2024-11-07,RÍO NEGRO,COLECTIVO,56797
2024-11-07,SAN JUAN,COLECTIVO,338830
2024-11-07,SAN LUIS,COLECTIVO,58028
2024-11-07,SANTA CRUZ,COLECTIVO,9722
2024-11-07,SANTA FE,COLECTIVO,643078
2024-11-07,SANTIAGO DEL ESTERO,COLECTIVO,2948
2024-11-07,TIERRA DEL FUEGO,COLECTIVO,31828
2024-11-08,BUENOS AIRES,COLECTIVO,5921727
2024-11-08,BUENOS AIRES,LANCHAS,1492
2024-11-08,CATAMARCA,COLECTIVO,59686
2024-11-08,CHACO,COLECTIVO,93163
2024-11-08,CHUBUT,COLECTIVO,102602
2024-11-08,CORDOBA,COLECTIVO,7778
2024-11-08,CORRIENTES,COLECTIVO,106246
2024-11-08,ENTRE RÍOS,COLECTIVO,107580
2024-11-08,FORMOSA,COLECTIVO,18049
2024-11-08,JUJUY,COLECTIVO,214715
2024-11-08,LA PAMPA,COLECTIVO,12663
2024-11-08,MENDOZA,COLECTIVO,789907
2024-11-08,NEUQUÉN,COLECTIVO,127187
2024-11-08,RÍO NEGRO,COLECTIVO,41753
2024-11-08,SAN JUAN,COLECTIVO,352695
2024-11-08,SAN LUIS,COLECTIVO,57701
2024-11-08,SANTA CRUZ,COLECTIVO,9740
2024-11-08,SANTA FE,COLECTIVO,658883
2024-11-08,SANTIAGO DEL ESTERO,COLECTIVO,2864
2024-11-08,TIERRA DEL FUEGO,COLECTIVO,26693
2024-11-09,BUENOS AIRES,COLECTIVO,3720401
2024-11-09,BUENOS AIRES,LANCHAS,1784
2024-11-09,CATAMARCA,COLECTIVO,23616
2024-11-09,CHACO,COLECTIVO,43489
2024-11-09,CHUBUT,COLECTIVO,53089
2024-11-09,CORDOBA,COLECTIVO,3320
2024-11-09,CORRIENTES,COLECTIVO,41004
2024-11-09,ENTRE RÍOS,COLECTIVO,48079
2024-11-09,FORMOSA,COLECTIVO,8933
2024-11-09,JUJUY,COLECTIVO,125082
2024-11-09,LA PAMPA,COLECTIVO,4206
2024-11-09,MENDOZA,COLECTIVO,432597
2024-11-09,NEUQUÉN,COLECTIVO,71540
2024-11-09,RÍO NEGRO,COLECTIVO,30271
2024-11-09,SAN JUAN,COLECTIVO,166056
2024-11-09,SAN LUIS,COLECTIVO,22689
2024-11-09,SANTA CRUZ,COLECTIVO,4441
2024-11-09,SANTA FE,COLECTIVO,302713
2024-11-09,SANTIAGO DEL ESTERO,COLECTIVO,1189
2024-11-09,TIERRA DEL FUEGO,COLECTIVO,14288
2024-11-10,BUENOS AIRES,LANCHAS,946
2024-11-10,BUENOS AIRES,COLECTIVO,1766928
2024-11-10,CATAMARCA,COLECTIVO,9730
2024-11-10,CHACO,COLECTIVO,20499
2024-11-10,CHUBUT,COLECTIVO,26212
2024-11-10,CORDOBA,COLECTIVO,1173
2024-11-10,CORRIENTES,COLECTIVO,21102
2024-11-10,ENTRE RÍOS,COLECTIVO,24292
2024-11-10,FORMOSA,COLECTIVO,4869
2024-11-10,JUJUY,COLECTIVO,67177
2024-11-10,LA PAMPA,COLECTIVO,1631
2024-11-10,MENDOZA,COLECTIVO,227832
2024-11-10,NEUQUÉN,COLECTIVO,42461
2024-11-10,RÍO NEGRO,COLECTIVO,13706
2024-11-10,SAN JUAN,COLECTIVO,82695
2024-11-10,SAN LUIS,COLECTIVO,10272
2024-11-10,SANTA CRUZ,COLECTIVO,2608
2024-11-10,SANTA FE,COLECTIVO,154937
2024-11-10,TIERRA DEL FUEGO,COLECTIVO,8605
2024-11-11,BUENOS AIRES,LANCHAS,1317
2024-11-11,BUENOS AIRES,COLECTIVO,5578774
2024-11-11,CATAMARCA,COLECTIVO,60896
2024-11-11,CHACO,COLECTIVO,90935
2024-11-11,CHUBUT,COLECTIVO,104587
2024-11-11,CORDOBA,COLECTIVO,3768
2024-11-11,CORRIENTES,COLECTIVO,106278
2024-11-11,ENTRE RÍOS,COLECTIVO,83183
2024-11-11,FORMOSA,COLECTIVO,17425
2024-11-11,JUJUY,COLECTIVO,200565
2024-11-11,LA PAMPA,COLECTIVO,13209
2024-11-11,MENDOZA,COLECTIVO,773541
2024-11-11,NEUQUÉN,COLECTIVO,122392
2024-11-11,RÍO NEGRO,COLECTIVO,56495
2024-11-11,SAN JUAN,COLECTIVO,343991
2024-11-11,SAN LUIS,COLECTIVO,59091
2024-11-11,SANTA CRUZ,COLECTIVO,10313
2024-11-11,SANTA FE,COLECTIVO,590168
2024-11-11,SANTIAGO DEL ESTERO,COLECTIVO,2881
2024-11-11,TIERRA DEL FUEGO,COLECTIVO,29470
2024-11-12,BUENOS AIRES,COLECTIVO,5897133
2024-11-12,BUENOS AIRES,LANCHAS,1266
2024-11-12,CATAMARCA,COLECTIVO,64129
2024-11-12,CHACO,COLECTIVO,94092
2024-11-12,CHUBUT,COLECTIVO,99243
2024-11-12,CORDOBA,COLECTIVO,8012
2024-11-12,CORRIENTES,COLECTIVO,111136
2024-11-12,ENTRE RÍOS,COLECTIVO,120527
2024-11-12,FORMOSA,COLECTIVO,16824
2024-11-12,JUJUY,COLECTIVO,218944
2024-11-12,LA PAMPA,COLECTIVO,13819
2024-11-12,MENDOZA,COLECTIVO,810326
2024-11-12,NEUQUÉN,COLECTIVO,126351
2024-11-12,RÍO NEGRO,COLECTIVO,57720
2024-11-12,SAN JUAN,COLECTIVO,355360
2024-11-12,SAN LUIS,COLECTIVO,60095
2024-11-12,SANTA CRUZ,COLECTIVO,10008
2024-11-12,SANTA FE,COLECTIVO,652745
2024-11-12,SANTIAGO DEL ESTERO,COLECTIVO,3198
2024-11-12,TIERRA DEL FUEGO,COLECTIVO,32166
2024-11-13,BUENOS AIRES,LANCHAS,1309
2024-11-13,BUENOS AIRES,COLECTIVO,5949000
2024-11-13,CATAMARCA,COLECTIVO,63203
2024-11-13,CHACO,COLECTIVO,96751
2024-11-13,CHUBUT,COLECTIVO,106771
2024-11-13,CORDOBA,COLECTIVO,7798
2024-11-13,CORRIENTES,COLECTIVO,112175
2024-11-13,ENTRE RÍOS,COLECTIVO,118780
2024-11-13,FORMOSA,COLECTIVO,18626
2024-11-13,JUJUY,COLECTIVO,223533
2024-11-13,LA PAMPA,COLECTIVO,13079
2024-11-13,MENDOZA,COLECTIVO,791431
2024-11-13,NEUQUÉN,COLECTIVO,127298
2024-11-13,RÍO NEGRO,COLECTIVO,59320
2024-11-13,SAN JUAN,COLECTIVO,354584
2024-11-13,SAN LUIS,COLECTIVO,60536
2024-11-13,SANTA CRUZ,COLECTIVO,10463
2024-11-13,SANTA FE,COLECTIVO,651620
2024-11-13,SANTIAGO DEL ESTERO,COLECTIVO,3044
2024-11-13,TIERRA DEL FUEGO,COLECTIVO,32494
2024-11-14,BUENOS AIRES,LANCHAS,1304
2024-11-14,BUENOS AIRES,COLECTIVO,5863952
2024-11-14,CATAMARCA,COLECTIVO,61705
2024-11-14,CHACO,COLECTIVO,95381
2024-11-14,CHUBUT,COLECTIVO,104613
2024-11-14,CORDOBA,COLECTIVO,7587
2024-11-14,CORRIENTES,COLECTIVO,110612
2024-11-14,ENTRE RÍOS,COLECTIVO,116953
2024-11-14,FORMOSA,COLECTIVO,18220
2024-11-14,JUJUY,COLECTIVO,221176
2024-11-14,LA PAMPA,COLECTIVO,12755
2024-11-14,MENDOZA,COLECTIVO,786362
2024-11-14,NEUQUÉN,COLECTIVO,101906
2024-11-14,RÍO NEGRO,COLECTIVO,56792
2024-11-14,SAN JUAN,COLECTIVO,350707
2024-11-14,SAN LUIS,COLECTIVO,57481
2024-11-14,SANTA CRUZ,COLECTIVO,11087
2024-11-14,SANTA FE,COLECTIVO,645597
